Date,Ticker,Open,High,Low,Close,Volume
2020-01-02,ADRO.JK,524.5579579841333,524.5579579841333,502.63109800408915,504.3177795410156,76612000.0
2020-01-02,ANTM.JK,728.469835190546,732.7803075881232,711.2279456002371,724.1593627929688,26829200.0
2020-01-02,ARTO.JK,399.2984313964844,411.7765197753906,378.085693359375,386.8203430175781,774959.0
2020-01-02,ASII.JK,5074.400477627841,5074.400477627841,4964.485665838069,5037.76220703125,15008600.0
2020-01-02,BBCA.JK,5825.278203533726,5899.236179232063,5812.226796057548,5820.927734375,49445000.0
2020-01-02,BBNI.JK,3127.141866898613,3127.141866898613,3087.43212890625,3087.43212890625,18602600.0
2020-01-02,BBRI.JK,2954.129524716857,2960.843505859375,2927.273780455655,2960.843505859375,45886302.0
2020-01-02,BHAT.JK,622.5,635.0,615.0,625.0,81301050.0
2020-01-02,BMRI.JK,2772.9283707157256,2809.057730594758,2763.896030745968,2800.025390625,37379800.0
2020-01-02,BOGA.JK,1330.0,1340.0,1330.0,1330.0,11000200.0
2020-01-02,BRIS.JK,313.44256672102256,319.1415068089286,313.44256672102256,315.3421936035156,1493270.0
2020-01-02,MDKA.JK,1048.771240234375,1073.1612548828125,1043.893310546875,1063.4052734375,53646306.0
2020-01-02,MEDC.JK,644.8190562587805,648.5248987769742,615.172209239619,618.8780517578125,54268396.0
2020-01-02,NATO.JK,1085.0,1100.0,1085.0,1085.0,30673400.0
2020-01-02,SMMA.JK,9900.0,9900.0,9900.0,9900.0,0.0
2020-01-02,TCPI.JK,6599.345982400254,6923.087483423662,6250.701288990429,6748.76513671875,8780100.0
2020-01-02,TLKM.JK,3137.597589439138,3161.307394900895,3082.2747100283727,3090.177978515625,52094000.0
2020-01-02,UNTR.JK,13366.011309956395,13366.011309956395,12950.248285337935,13242.822265625,1530800.0
2020-01-03,ADRO.JK,515.0707757839164,518.5986578098336,502.72318869320605,516.834716796875,117795600.0
2020-01-03,ANTM.JK,728.4698012408088,732.7802734375,724.1593290441176,732.7802734375,52105900.0
2020-01-03,ARTO.JK,386.8203430175781,399.2984313964844,386.8203430175781,386.8203430175781,274882.0
2020-01-03,ASII.JK,5074.399131280913,5092.71826171875,5001.122609529564,5092.71826171875,19068800.0
2020-01-03,BBCA.JK,5873.132521685432,5916.63720703125,5851.3801790125235,5916.63720703125,47755500.0
2020-01-03,BBNI.JK,3097.359619140625,3127.1419231708232,3037.7950110802285,3097.359619140625,32251400.0
2020-01-03,BBRI.JK,2967.55712890625,2980.9850903868155,2947.4153669942625,2967.55712890625,91189705.0
2020-01-03,BHAT.JK,622.5,635.0,615.0,625.0,81301050.0
2020-01-03,BMRI.JK,2800.025749329996,2827.122772710609,2754.864043695641,2790.993408203125,70294600.0
2020-01-03,BOGA.JK,1330.0,1345.0,1325.0,1330.0,8860600.0
2020-01-03,BRIS.JK,317.24184775878393,319.1415043468351,309.6432511267926,311.54290771484375,5115917.0
2020-01-03,MDKA.JK,1068.2833251953125,1151.2093505859375,1063.4052734375,1141.453369140625,176125451.0
2020-01-03,MEDC.JK,622.5839303728086,674.4659423828125,622.5839303728086,674.4659423828125,113361018.0
2020-01-03,NATO.JK,1085.0,1095.0,1085.0,1095.0,58856400.0
2020-01-03,SMMA.JK,9900.0,9900.0,9900.0,9900.0,0.0
2020-01-03,TCPI.JK,6773.667997056159,7022.699908712636,6773.667997056159,6873.28076171875,11616500.0
2020-01-03,TLKM.JK,3129.694438991834,3145.5009765625,3105.984632635835,3145.5009765625,70032900.0
2020-01-03,UNTR.JK,13212.024787015276,13212.024787015276,13011.84259327262,13104.234375,2052700.0
2020-01-06,ADRO.JK,513.3068347709577,534.4741269264612,511.54289375799914,516.834716796875,61423200.0
2020-01-06,ANTM.JK,741.4012513241526,767.2640856726695,737.0907789327331,762.95361328125,153322300.0
2020-01-06,ARTO.JK,386.8203430175781,386.8203430175781,349.3861389160156,355.6251525878906,1323922.0
2020-01-06,ASII.JK,5056.080815972222,5056.080815972222,4946.166015625,4946.166015625,22261900.0
2020-01-06,BBCA.JK,5847.030136414253,5873.132949523246,5820.927323305262,5860.08154296875,27300000.0
2020-01-06,BBNI.JK,3077.5048507940573,3077.5048507940573,3017.940240778689,3027.86767578125,26249200.0
2020-01-06,BBRI.JK,2927.2740553363915,2947.4158203464535,2900.418308553346,2933.988037109375,48648450.0
2020-01-06,BHAT.JK,622.5,635.0,615.0,625.0,81301050.0
2020-01-06,BMRI.JK,2763.8962241724917,2772.9285647743627,2718.7345211631373,2745.83154296875,61892000.0
2020-01-06,BOGA.JK,1330.0,1345.0,1325.0,1330.0,11140400.0
2020-01-06,BRIS.JK,311.54290444481757,317.2418444289404,303.94427817236993,307.74359130859375,7113541.0
2020-01-06,MDKA.JK,1151.2093505859375,1214.62353515625,1141.453369140625,1156.08740234375,172637550.0
2020-01-06,MEDC.JK,689.2893998271408,704.1128249074657,667.0542889250593,670.7601318359375,154156550.0
2020-01-06,NATO.JK,1100.0,1105.0,1095.0,1100.0,29523000.0
2020-01-06,SMMA.JK,9900.0,9900.0,9900.0,9900.0,0.0
2020-01-06,TCPI.JK,6898.183559767056,6923.086749513507,6624.24847255609,6798.57080078125,8135000.0
2020-01-06,TLKM.JK,3105.9845303622155,3137.5976044625945,3105.9845303622155,3129.6943359375,42908900.0
2020-01-06,UNTR.JK,13104.233056697203,13304.415230301274,13011.841284264556,13289.0166015625,2010900.0
2020-01-07,ADRO.JK,522.12659008472,543.2938842773438,515.0708253538454,543.2938842773438,74336500.0
2020-01-07,ANTM.JK,762.9536478097098,771.5745929827009,745.7117574637276,754.3327026367188,93750600.0
2020-01-07,ARTO.JK,355.6251525878906,355.6251525878906,355.6251525878906,355.6251525878906,149061.0
2020-01-07,ASII.JK,4982.804485701106,5001.123619839714,4891.208815008072,4964.4853515625,27963000.0
2020-01-07,BBCA.JK,5860.081659967892,5890.534942536397,5855.731191029535,5864.43212890625,45022500.0
2020-01-07,BBNI.JK,3047.7223773476308,3057.6498118015315,2988.157770624224,2998.085205078125,38049800.0
